Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Tow Reason,Storage Company,Notes,Incident Date,Location,City,Geo-location field
04/04/2020,17,TOYT,COA,NOP,HENRYS,NOP  HENRYS/3018694800  BTL,04/22/0004,10104 LITTLE POND PL,MONTGOMERY VILLAGE,POINT (-77.208211 39.166813)
04/13/2020,2006,ACUR,RSX,NOP,TCL,REASON: NOP//AUTHORIZED//301-562-4020/TCL,04/15/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
04/21/2020,2019,INFI,250,72,Aau,72 HR // FIRE LANE// AUBURN 301 977 2740//TCL,04/23/0020,10101 GROSVENOR PL,ROCKVILLE,POINT (-77.10456 39.022735)
04/17/2020,2011,HYUN,SON,NOP,TCL,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,04/19/0020,9627 HORIZON RUN RD,MONTGOMERY VILLAGE,POINT (-77.197622 39.156921)
04/14/2020,18,JEEP,CHK,NOP,tcl,NO PERMIT // RICKYS 301-444-9499// TCL,04/16/0020,3418 ROBEY TER,SILVER SPRING,POINT (-76.938442 39.082759)
04/27/2020,2013,GMC,SRA,EXP,AUTHORIZED,EXP   AUTHORIZED  301-562-4020 TCL,04/29/0020,11151 GEORGIA AVE,SILVER SPRING,POINT (-77.050371 39.037545)
04/17/2020,2008,NISS,ALT,NOP,TCL,NO P // TCL // AUTHROIZED // (301) 562-4020,04/19/0020,370 E DIAMOND AVE,GAITHERSBURG,POINT (-77.190888 39.142111)
04/04/2020,2014,DODG,CHA,EXP,AUTHORIZED,EXP PERMIT // AUTHORIZED @ 301-562-4020 // TCL,04/22/0004,10914 GEORGIA AVE,SILVER SPRING,POINT (-77.04962 39.035307)
04/29/2020,2019,HOND,CIV,PRK,TCL,HENRY'S 301-869-4800  PARKING   TCL,05/01/0020,17801 BUEHLER RD,OLNEY,POINT (-77.06341 39.148955)
04/29/2020,2011,FORD,ECP,NOP,TCL,AUTHORIZED // 301 562 4020 // NOP // TCL,05/01/0020,3919 MADISON PARK LN,BURTONSVILLE,POINT (-76.930705 39.080349)
04/18/2020,2019,NISS,NV200,PKG,Diversified,NO COMMERCIAL VEHS // DIVERSIFIED @ 301-881-8035 // TCL,04/20/0020,5200 CROSSFIELD CT,ROCKVILLE,POINT (-77.103104 39.05705)
04/08/2020,2000,FORD,EXP,NOP,HENRYS,NOP // HENRYS @ 301-869-4800 // TCL,08/22/0004,18916 SMOOTHSTONE WAY,MONTGOMERY VILLAGE,POINT (-77.209213 39.166852)
04/20/2020,0,HOND,ACC,NOP,TCL,NO PERMIT // BIG TOW 301-424-4869//TCL,04/22/0020,2484 SUN VALLEY CIR,SILVER SPRING,POINT (-77.049309 39.092286)
04/29/2020,2017,TOYT,COA,NOP,TCL,BIG TOW 301-424-4869  NOP   TCL,05/01/0020,6811 FAIRFAX RD,BETHESDA,POINT (-77.10122 38.978723)
04/18/2020,2010,TOYT,PRI,PKG,TCL,PARKING // TCL // (301) 881-8035 DIVERSIFIED    OWNER NOTIF,04/20/0020,4716 BRADLEY BLVD,CHEVY CHASE,POINT (-77.092317 38.977714)
04/09/2020,2002,ACUR,TL,NOP,TCL,NO PERMIT// HENRYS// 301-869-4800//TCL,09/22/0004,19440 ZINNIA CIR,GERMANTOWN,POINT (-77.243815 39.174705)
04/27/2020,2012,NISS,SEN,NOP,TCL,HENRYS // 301 869 4800 // NOP // TCL,04/29/0020,11800 ASHBROOK CT,GERMANTOWN,POINT (-77.242481 39.173632)
04/02/2020,16,FORD,TCN,PRV,TCL,COMMERCIAL VEH ON PRV PROP / HENRY'S 301 869 4800 TCL,02/22/0004,1 CINZANO CT,GAITHERSBURG,POINT (-77.229055 39.134958)
04/27/2020,2018,CHEV,CIT,NOP,henry's,"UNREADABLE VIN   NOP  HENRYS  301-927-0007, TCL",04/29/0020,504 MT VERNON PL,ROCKVILLE,POINT (-77.148623 39.07772)
05/21/2020,2004,CADI,DEV,NOP,tcl,NO PERMIT // PRESTIGE @ 301-377-9285 // TCL,05/23/0020,14 S FREDERICK AVE,GAITHERSBURG,POINT (-77.197257 39.140275)
05/25/2020,2000,MERC,VIL,NOP,TCL,NOP // PRESTIGE //301-377-9285 // TCL,05/27/0020,14 S FREDERICK AVE,GAITHERSBURG,POINT (-77.197257 39.140275)
05/23/2020,2019,HOND,HRV,NOP,HENRYS,HENRYS 301-869-4800 // NOP // TCL,05/25/0020,19451 BREEZEDALE LN,GERMANTOWN,POINT (-77.243053 39.175243)
05/24/2020,2012,ACUR,MDX,FIRE,henrys,,05/26/0020,9724 SHADOW OAK DR,MONTGOMERY VILLAGE,POINT (-77.200895 39.191031)
04/19/2020,2007,VOLV,XC9,NOP,TCL,"NOP // SPEEDY 301 588 1322 , TCL",04/21/0020,18010 CHALET DR,GERMANTOWN,POINT (-77.272917 39.154777)
05/05/2020,1995,DODG,R15,NOP,SPEEDY,SPEEDY 301-588-1322  COMMERCIAL VEH NOP,05/22/0005,17919 CALABAR DR,GAITHERSBURG,POINT (-77.16442 39.150006)
05/06/2020,2016,CHEV,CRZ,NOP,HENRY'S,INVALID PERMIT HENRY'S  TCL 301-927-0007,06/22/0005,3815 LANSDALE CT,BURTONSVILLE,POINT (-76.932033 39.084234)
05/02/2020,2015,CHEV,MAL,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,02/22/0005,19570 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.26224 39.177354)
05/08/2020,2013,TOYT,COA,NOP,tcl,NOP // HENRYS 301-869-4800 // TCL,08/22/0005,14425 BAKERSFIELD CT,SILVER SPRING,POINT (-77.044384 39.091884)
05/22/2020,2016,TOYT,4RN,NOP,tcl,INVALID PERMIT // HENRYS @ 301-869-4800 // TCL,05/24/0020,18802 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204927 39.164385)
05/01/2020,2019,HYUN,IONEQ,NOP,TCL,HENRYS 3018694800  NOP  TCL,01/22/0005,11952 BARGATE CT,ROCKVILLE,POINT (-77.132137 39.052597)
05/05/2020,2011,LEXS,R35,NOP,tcl,NOP// DRIVE // 301-585-8808 // TCL,05/22/0005,1801 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.974173 39.015179)
05/02/2020,18,CHEV,XPRES,NOP,TCL,NO PERMIT// PRESTIGE 301-377-9285/TCL,02/22/0005,2217 GEORGIAN WAY,SILVER SPRING,POINT (-77.046564 39.054527)
05/20/2020,2018,HOND,INS,NOP,Henry's,NO PERMIT // HENRYS 301-869-4800 // TCL,05/22/0020,18710 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204414 39.163187)
05/11/2020,2020,NISS,ALT,NOP,NULL,NO PERMIT // DRIVE 301 585 8808 // TO TCL,11/22/0005,1709 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.974533 39.016058)
05/27/2020,2008,FORD,EXP,PKG,TCL,VEH HAS NOT MOVED IN OVER 30 DAYS AND WAS STICKERED// HENRYS 301-869-4800// TCL  72HR 5/31/2020 NOT STL,05/29/0020,14200 CASTLE BLVD,SILVER SPRING,POINT (-76.93974 39.088528)
05/15/2020,2006,TOYT,COA,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,05/17/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/11/2020,2008,FORD,F15,72,TCL,"PRESTIGE TOWING (301) 377-9285, NOP, BACK TO THE LOT //   72H VIS  NELLA    UPDATED TAG AND VIN ON 05/18",11/22/0005,2217 GEORGIAN WAY,SILVER SPRING,POINT (-77.046564 39.054527)
05/08/2020,2015,FORD,MUS,DOUBLE PARKED,HENRYS,DOUBLE PARKED BLOCKING OTHER VEH  HENRYS 301-869-4800 TCL,08/22/0005,515 W DIAMOND AVE,GAITHERSBURG,POINT (-77.210259 39.140414)
05/31/2020,2000,BMW,540,NOP,TCL,NOP AUBURN 301-977-2740,06/02/0020,SAGE WAY / CINNAMON DR,GERMANTOWN,
05/19/2020,2000,TOYT,CAM,NOP,HENRYS,HENRYS 301-927-0007 // INVALID PERMIT // TCL,05/21/0020,14004 DALESHIRE WAY,BURTONSVILLE,POINT (-76.931368 39.085108)
05/11/2020,2008,DODG,CHA,NOP,TCL,RESERVED SPACE // HENRY'S // 301-869-4800 // TCL,11/22/0005,9447 GENTLE CIR,MONTGOMERY VILLAGE,POINT (-77.194939 39.188824)
05/20/2020,13,FORD,EXP,NOP,henrys,NOP// HENRYS 301-869-4800/ TCL,05/22/0020,18710 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204414 39.163187)
05/03/2020,2016,FORD,FOC,PKG,tcl,HENRYS 301-869-4800 // NO OVERNIGHT PKG // TCL,03/22/0005,9140 ROTHBURY DR,MONTGOMERY VILLAGE,POINT (-77.189212 39.185518)
05/02/2020,1995,TOYT,COA,PKG,tcl,EXP GUEST PASS // DIVERSIFIED 301-881-8035 TCL  VIN COVERED,02/22/0005,5202 CROSSFIELD CT,ROCKVILLE,POINT (-77.10315 39.057038)
05/05/2020,2015,FORD,,NOP,tcl,NOP // DRIVE // 301-585-8808 // TCL,05/22/0005,8650 PINEY BRANCH RD,SILVER SPRING,POINT (-76.999866 38.998554)
05/26/2020,2017,JEEP,COM,NOP,LED,NOP // LED @ 301-556-8006 // TCL,05/28/0020,14114 GRAND PRE RD,SILVER SPRING,POINT (-77.074799 39.087613)
05/11/2020,2009,CHRY,TC,NOP,TCL,NOP // RBF TOWING 240.793.2272 TCL,11/22/0005,710 BEACON RD(MCPS),SILVER SPRING,POINT (-76.984067 39.008937)
05/09/2020,2019,FORD,F150,NOP,TCL,NOP // HENRYS // 301-869-4800 // TCL,09/22/0005,14200 CASTLE BLVD,SILVER SPRING,POINT (-76.93974 39.088528)
05/27/2020,2020,TOYT,CAM,PRV,tcl,PRESTIGE 301-877-9285 // PRV // TCL,05/29/0020,780 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228804 39.139742)
05/24/2020,2009,HYUN,ACC,NOP,TCL,NOP// HENRYS 301-869-4800//TCL,05/26/0020,1060 WEST SIDE DR,GAITHERSBURG,POINT (-77.204273 39.125652)
05/21/2020,2019,SUBA,LEG,NOP,tcl,AUTH / 301-562-4020  NOP / TCL,05/23/0020,100 1ST ST,ROCKVILLE,POINT (-77.138049 39.07958)
05/14/2020,2014,TOYT,RAV,NOP,NULL,NOP // HENRYS 301 869 4800 // TCL,05/16/0020,18636 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.203642 39.161684)
05/09/2020,2011,TOYT,SNA,NOP,PRESTIGE,NO PERMIT // PRESTIGE 301-377-9285 // TCL,09/22/0005,2217 GEORGIAN WAY,SILVER SPRING,POINT (-77.046564 39.054527)
05/18/2020,8,BMW,528,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020//TCL,05/20/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/07/2020,2012,VOLK,CC,NOP,TCL,HENRYS - 301-927-0007  NO P  BACK TO LOT,07/22/0005,2356 COBBLE HILL TER,SILVER SPRING,POINT (-77.049012 39.03662)
05/11/2020,2001,FORD,EXP,NOP,OTHER,NOP // RBF TOWING - (240)793-2272 - TCL,11/22/0005,710 BEACON RD(MCPS),SILVER SPRING,POINT (-76.984067 39.008937)
05/30/2020,2020,TOYT,4RN,NOP,DIVERSIFIED,DIVERSIFIED TOW 301-881-8035//NOP//TCL,06/01/0020,2515 BALTIMORE RD,ROCKVILLE,POINT (-77.113383 39.093623)
05/29/2020,2013,VOLK,TRG,NOP,TCL,NO PERMIT // CUSTOM // 301 253 5151 // TCL,05/31/0020,18617 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.202856 39.161484)
05/22/2020,2019,FORD,FUS,NOP,tcl,NOP // LED 301-556-8006 // TCL,05/24/0020,14124 GRAND PRE RD,SILVER SPRING,POINT (-77.074887 39.087988)
05/19/2020,5,HOND,CIV,PRV,CUSTOM,,05/21/0020,198 HALPINE RD,ROCKVILLE,POINT (-77.125832 39.06084)
05/27/2020,2001,FORD,FUS,pkg,custom,NO OVERNIGHT PARKING IN SHOPPING CENTER // CUSTOM 301 253 5151 // TCL,05/29/0020,18216 CONTOUR RD,GAITHERSBURG,POINT (-77.199999 39.155561)
05/11/2020,2020,CHEV,MAL,NOP,tcl,NOP // BIG TOW // 301-424-4869 // TCL,11/22/0005,5021 BRADLEY BLVD,CHEVY CHASE,POINT (-77.10044 38.977851)
05/22/2020,2015,TOYT,CAM,NOP,tcl,NO PERMIT // HENRYS 301-869-4800,05/24/0020,19028 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208316 39.167894)
05/23/2020,2019,DODG,CHA,NOP,TCL,NOP// HENRYS 301-869-4800//TCL,05/25/0020,8300 FAIRHAVEN DR,GAITHERSBURG,POINT (-77.171656 39.145302)
05/04/2020,1999,MERC,GMQ,NOP,NULL,EXP PARKING PERMIT  BIG TOW 301-424-4869 / TCL    OWNER DIR ON TOW,04/22/0005,18564 EAGLES ROOST DR,GERMANTOWN,POINT (-77.269284 39.16151)
05/21/2020,2007,LEXS,IS250,PKG,TCL,PKG // PRETIGE // 301-377-9285 // TCL,05/23/0020,780 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228804 39.139742)
05/02/2020,2017,NISS,SEN,PKG,AUTHORIZED,EXPIRED PERMIT / AUTHORIZED 301 562 4020 // TCL,02/22/0005,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/18/2020,1999,NISS,ALT,ABN,VRS,VRS#20-1529 ABND   MONTROSE / 240-773-6411 TO AVS,05/20/0020,3900 MONTROSE DRW,CHEVY CHASE,POINT (-77.077551 39.001708)
05/16/2020,2008,CHEV,SIL,NOP,Henry's,NOP HENRYS 301 869 4800 TCL,05/18/0020,3525 CASTLE WAY,SILVER SPRING,POINT (-76.940043 39.088716)
05/12/2020,2014,FORD,FOC,NOP,tcl,A & M 301-421-0953 // NOP // TCL,12/22/0005,12875 CLIMBING IVY DR,GERMANTOWN,POINT (-77.266935 39.165436)
05/10/2020,2004,CADI,STS,NOP,HENRYS,NOP HENRYS   301-869-4800 TCL,10/22/0005,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/17/2020,2018,FORD,F150,PKG,tcl,AUTHORIZED 301-562-4020 // PARKED IN FIRE LANE // TCL,05/19/0020,20303 BAY POINT PL,MONTGOMERY VILLAGE,POINT (-77.161857 39.18723)
05/26/2020,2012,SCIO,XB,FIRE,HENRYS,FIRE // HENRYS // 301-869-4800 // TCL,05/28/0020,1135 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.031031 39.036672)
05/04/2020,2018,HYUN,SFE,FIRE,AUTHORIZED,PARKED IN FIRELANE // AUTHORIZED 3015624020 // TCL,04/22/0005,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
05/09/2020,2019,FORD,F15,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020 // TCL,09/22/0005,20019 SWEETGUM CIR,GERMANTOWN,POINT (-77.275786 39.184267)
05/03/2020,16,NISS,QUEST,NOP,authorized,NOP// AUTHORIZED TOW  301-562-4020// TCL,03/22/0005,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
05/15/2020,2008,CHEV,SIL,PKG,HENRY's,"PKG (COMM VEH)    HENRYS,  301-869-4800, TCL",05/17/0020,53 SHELLDRAKE CT,DAMASCUS,POINT (-77.208465 39.278792)
05/18/2020,2008,LEXS,R35,NOP,TCL,EXP PERMIT // HENRY'S @ 301.869.4800 // TCL,05/20/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/29/2020,2013,FORD,MUS,NOP,PRESTIGE,"NOP  PRESTIGE, 301-377-9285, TCL",05/31/0020,1599 E JEFFERSON ST,ROCKVILLE,POINT (-77.129159 39.062423)
05/14/2020,2014,TOYT,CAM,NOP,Authorized,NO PERMIT // AUTHORIZED TOWING  301-562-4020 // TCL,05/16/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/21/2020,2016,HYUN,SON,NOP,tcl,NO PERMIT// AUTHORIZED TOWING// 301-562-4020//TCL,05/23/0020,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
05/09/2020,2017,BMW,X1,NOP,TCL,"AUTHORIZED (301) 562-4020, NOP, BACK TO THE LOT //",09/22/0005,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/23/2020,2019,TOYT,COA,NOP,tcl,NOP // PRESTIGE // 301-377-9285 // TCL,05/25/0020,1599 E JEFFERSON ST,ROCKVILLE,POINT (-77.129159 39.062423)
05/15/2020,2015,KIA,SOL,PRV,Henry's,RESERVED PARKING SPACE // HENRYS 301-869-4800 // TCL,05/17/0020,3914 BEL PRE RD,SILVER SPRING,POINT (-77.07701 39.093804)
05/16/2020,2017,LINC,MKZ,NOP,TCL,"NOP // DIVERSIFIED 301 881 8035 , TCL",05/18/0020,5401 WESTBARD AVE,BETHESDA,POINT (-77.106682 38.963948)
05/20/2020,2017,NISS,ALT,NOP,TCL,"AUTHORIZED (301) 562-4020, NOP, BACK TO THE LOT //",05/22/0020,19575 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.262139 39.177404)
05/05/2020,2015,HOND,CIV,NOP,TCL,BIG TOW(301) 424-4869  REASON FOR TOW: NOP  TCL,05/22/0005,19515 FREDERICK RD,GERMANTOWN,POINT (-77.238119 39.175769)
05/27/2020,14,ACUR,ATL,NOP,tcl,NO PERMIT // HENRY'S TOWING 301-927-0007 // BTL,05/29/0020,3936 BEL PRE RD,SILVER SPRING,POINT (-77.077178 39.091982)
05/24/2020,2017,NISS,ALT,NOP,HENRYS,HENRYS 301-869-4800 // NOP // TCL,05/26/0020,3942 BEL PRE RD,SILVER SPRING,POINT (-77.077178 39.091982)
05/04/2020,2001,HOND,ACC,PRV,Diversified,UNABLE TO SEE VIN# DOUBLE PARKED IN DRIVING LANE // DIVERSIFIED 301-881-8035 // TCL,04/22/0005,12710 VEIRS MILL RD,ROCKVILLE,POINT (-77.097793 39.064825)
05/06/2020,2018,HYUN,SFE,PKG,NULL,PARKED IN HANDICAP W/O HANDICAP PERMIT // AUTHORIZED 301 562 4020 // TO TCL,06/22/0005,2306 GEORGIAN WOODS PL,SILVER SPRING,POINT (-77.048125 39.05583)
05/05/2020,2010,TOYT,COA,FIRE,tcl,FIRE LN // AUTHORIZED 301-562-4020 TCL,05/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/22/2020,2013,GMC,ACA,PKG,TCL,"DOUBLE PARKED, BLOCKING OTHER VEHS // HENRY'S // 301-869-4800 // TCL",05/24/0020,10041 SHELLDRAKE CIR,DAMASCUS,POINT (-77.207799 39.278491)
05/04/2020,2017,TOYT,COA,NOP,Drive,NOP DRIVE 301 585 8808 TCL,04/22/0005,751 NORTHAMPTON DR,SILVER SPRING,POINT (-76.984003 39.007687)
05/13/2020,2016,FORD,ECP,PKG,TCL,PKG (VISITOR IN RESIDENT SPOT)  HENRYS 301-869-4800  TCL,05/15/0020,12911 BIG HORN DR,SILVER SPRING,POINT (-76.939705 39.066888)
05/02/2020,2007,NISS,PTH,NOP,TCL,NOP // SPEEDY @ 301-588-1322 // TCL,02/22/0005,14002 COVE LN,ROCKVILLE,POINT (-77.12034 39.084939)
05/25/2020,2006,TOYT,COA,ABN,henrys,,05/27/0020,17825 WASHINGTON GROVE LN,GAITHERSBURG,POINT (-77.167831 39.148637)
05/29/2020,2009,CHEV,HHR,NOP,Drive,NOP // DRIVE 301-585-8808 // TCL,05/31/0020,100 CROYDON CT,SILVER SPRING,POINT (-77.01228 39.003717)
05/17/2020,2005,HYUN,ELN,NOP,HENRYS,VIN COVERED WITH PAPER WHEN ASKED  HENRYS TOW 301-869-4800/NOP/TCL,05/19/0020,17825 WASHINGTON GROVE LN,GAITHERSBURG,POINT (-77.167831 39.148637)
05/27/2020,2019,NISS,FRT,PRV,PRESTIGE,PRV PROPERTY / PRESTIGE 301-377-9285/ TCL,05/29/0020,3900 BLACKBURN LN,BURTONSVILLE,POINT (-76.9307 39.104619)
05/16/2020,2012,CHEV,MAL,NOP,authorized towinf,,05/18/0020,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
05/05/2020,2019,NISS,TTN,NOP,AUTHORIZED,AUTHORIZED 301-562-4020 // NOP // TCL,05/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/29/2020,2013,ACUR,TLX,PRV,TCL,PRV - AUBURN - 301-577-2740 - TCL,05/31/0020,374 N SUMMIT AVE,GAITHERSBURG,POINT (-77.193068 39.149053)
05/03/2020,2015,DODG,JNY,EXP,TCL,EXP PERMIT // AUTHORIZED @ 301-562-4020 // TCL,03/22/0005,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/20/2020,2007,TOYT,CAM,NOP,TCL,AUTHORIZED // 301 562 4020 // NOP // TCL,05/22/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/27/2020,2018,GMC,SRA,NOP,TCL,WRONG PERMIT// RICKYS TOWING// 240-461-9995// TCL,05/29/0020,820 UNIVERSITY BLVD E,SILVER SPRING,POINT (-76.99322 38.996422)
05/09/2020,2015,TOYT,RAV,NOP,AUTHORIZED,AUTHORIZED 301-562-4020  NOP,09/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/31/2020,2015,FORD,E350,PKG,TCL,NO COMMERCIAL VEHICLES// HENRYS// 301-869-4800//TCL,06/02/0020,20 NINA CT,GAITHERSBURG,POINT (-77.181556 39.144692)
05/07/2020,2010,HOND,CIV,HANDICAPP,TCL,PARKED IN HANDICAPP W/O PERMIT   AUTHORIZED 301-562-4020  TCL,07/22/0005,11600 LOCKWOOD DR,SILVER SPRING,POINT (-76.982819 39.041465)
05/04/2020,2004,TOYT,CAM,NOP,BIG TOW,BIG TOW 301-424-4869 // NOP // TCL,04/22/0005,19405 BRASSIE PL,MONTGOMERY VILLAGE,POINT (-77.202154 39.174243)
05/04/2020,2006,LEXS,GS3,NOP,tcl,NO PERMIT // DRIVE @ 301-585-8808 // TCL,04/22/0005,1711 MT PISGAH LN,SILVER SPRING,POINT (-76.974929 39.014825)
05/08/2020,2014,NISS,SEN,NOP,TCL,NO PERMIT DISPLAYED // HENRY'S 301-869-4800 // TCL,08/22/0005,19028 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208316 39.167894)
05/04/2020,2000,FORD,FOC,NOP,HENRYS,HENRYS 301-869-4800 // NOP // TCL,04/22/0005,8355 FAIRHAVEN DR,GAITHERSBURG,POINT (-77.171182 39.144584)
05/13/2020,2004,LEXS,E35,PKG,tcl,AUHTORIZED 301-562-4020 // VEH NOT PARKED IN A MARKED SPACE / TCL,05/15/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/27/2020,2008,ACUR,TL,NOP,TCL,NOP // AUTHORIZED @ 301-562-4020 // TCL,05/29/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/06/2020,6,CHEV,EXP,PKG,Henry's,NO COMM VEH // HENRYS @ 301-869-4800 // TCL,06/22/0005,20241 SHIPLEY TER,GERMANTOWN,POINT (-77.274918 39.187314)
05/13/2020,2020,JEEP,CHK,NOP,TCL,AUTHORIZED 301-562-4020  NOP   TCL,05/15/0020,3346 TEAGARDEN CIR,SILVER SPRING,POINT (-76.944732 39.080741)
05/12/2020,2020,HOND,ACC,NOP,tcl,AUTH / 301-562-4020  NOP / TCL,12/22/0005,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/12/2020,2019,BMW,X3,PKG,VRS,BLOCKING DRIVEWAY // CUSTOM (301) 253-5151 - TCL  VRS 20-1546,12/22/0005,6831 WISCONSIN AVE,CHEVY CHASE,POINT (-77.091125 38.978198)
05/05/2020,2016,CHRY,TC,NOP,TCL,NOP// HENRY'S / 301.927.0007 // TCL,05/22/0005,7922 CORIANDER DR,GAITHERSBURG,POINT (-77.163904 39.158412)
05/28/2020,2020,HOND,ACC,NOP,Authorized,NO PERMIT // AUTHORIZED TOWING 301-562-4020 // TCL,05/30/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/20/2020,2014,TOYT,CAM,FIRE,Henry's,FIRE LANE 301 869 4800 TCL,05/22/0020,9865 BROOKRIDGE CT,MONTGOMERY VILLAGE,POINT (-77.201328 39.188182)
05/05/2020,2012,KIA,SOL,NOP,HENRYS,NO PARKING ZONE  HENRYS   301-869-4800 TCL,05/22/0005,1131 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.029691 39.036547)
05/09/2020,2019,NISS,SEN,NOP,NULL,NOP // AUTHORIZED 301 562 4020 // TCL,09/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/01/2020,2013,CHEY,EQX,PRV,tcl,HENRY'S 301-869-4600 RESERED SPACE,01/22/0005,9709 KEY WEST AVE,ROCKVILLE,POINT (-77.204774 39.103979)
05/29/2020,2004,HYUN,ELN,NOP,Henry's,NOP  HENRYS 301-869-4800  TCL,05/31/0020,10106 LITTLE POND PL,MONTGOMERY VILLAGE,POINT (-77.208211 39.166813)
05/08/2020,2013,AUDI,S5,FIRE,TCL,PARKED IN FIRE LANE // AUTHORIZED @ 301-562-4020 // TCL,08/22/0005,8405 CHEVY CHASE LAKE TER,CHEVY CHASE,
05/15/2020,2012,NISS,MUR,NOP,TCL,NOP// HENRYS 301-927-0007//TCL,05/17/0020,100 SCHUYLER RD,SILVER SPRING,POINT (-77.011886 39.003453)
05/27/2020,2009,TOYT,CAM,NOP,DRIVE,DRIVE TOW 301-585-8808//NOP/TCL,05/29/0020,9312 PINEY BRANCH RD,SILVER SPRING,POINT (-76.98671 39.003149)
05/30/2020,2019,GMC,SAV,PKG,tcl,HENRYS 301-869-4800 // NO COMMERCIAL VEHS PERMITTED // TCL,06/01/0020,35 ORCHARD DR,GAITHERSBURG,POINT (-77.249557 39.118244)
05/15/2020,2011,NISS,SEN,NOP,AUTHORIZED,NOP AUTHORIZED  301-562-4020 TCL,05/17/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/27/2020,2016,TOYT,TUN,NOP,HENRYS,NOP // HENRYS // 301-927-0007 // TCL,05/29/0020,2112 HILDAROSE DR,SILVER SPRING,POINT (-77.044758 39.020426)
05/18/2020,2020,NISS,,PKG,DIVERSIFED,NV200-,05/20/0020,12710 VEIRS MILL RD,ROCKVILLE,POINT (-77.097793 39.064825)
05/15/2020,2012,HOND,CIV,NOP,Henry's,HENRYS 3018694800/ TCL / NOP,05/17/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/06/2020,13,DODG,RAM,NOP,TCL,NOP // AUTHORIZED TOWING // 301 562 4020 .// TCL,06/22/0005,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/02/2020,2010,HOND,ACC,NOP,tcl,EXP PERMIT // HENRYS 301-927-0007 TCL,02/22/0005,11215 GEORGIA AVE,SILVER SPRING,POINT (-77.050954 39.039125)
05/06/2020,2016,TOYT,COA,PKG,Henry's,VIN BLOCKED // RESIDENT PARKED IN FUTURE RESIDENT SPOT // TCL //  HENRYS (301) 869-4800,06/22/0005,1131 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.029691 39.036547)
